guess_brand,BRAND_CONFIRM,Title,Type,Status,Handle
Qbake,,Qbake Vanilla Cupcake 15pcs,Bakery & Pastries,active,qbake-vanilla-cupcake-15pcs
Qbake,,Qbake White Bread 620g,Bakery & Pastries,active,qbake-white-bread-620g
Qbake,,Qbake White Bread Small 320g,Bakery & Pastries,active,qbake-white-bread-small-320g
Qbake,,Qbake Zaatar Cream Cheese Sandwich Roll 110g,Bakery & Pastries,active,qbake-zaatar-cream-cheese-sandwich-roll-110g
Raffaello,,Raffaello Chocolate 30g,Chocolates,active,raffaello-chocolate-30g
Raja,,Raja Potato Crunchies 12g,Chips & Crisps,active,raja-potato-crunchies-12g
Raja,,Raja Potato Crunchies Ketchup 12g,Chips & Crisps,active,raja-potato-crunchies-ketchup-12g
Raja,,Raja Potatos Crunchies Ketchup 60 g,Chips & Crisps,active,raja-potatos-crunchies-ketchup-60-g
Rani Apple,,Rani Apple Juice 1.4L,Juices & Fruit Drinks,draft,rani-apple-juice-1-4l
Rani Carrot,,Rani Carrot Orange Juice 1.4L,Juices & Fruit Drinks,draft,rani-carrot-orange-juice-1-4l
Rani Float,,Rani Float Cocktail 240ml,Juices & Fruit Drinks,draft,rani-float-cocktail-240ml
Rani Float,,Rani Float Green Apple 238ml,Juices & Fruit Drinks,draft,rani-float-green-apple-238ml
Rani Float,,Rani Float Guava 240ml,Juices & Fruit Drinks,draft,rani-float-guava-240ml
Rani Float,,Rani Float Orange 240ml,Carbonated Soft Drinks,draft,rani-float-orange-240ml
Rani Float,,Rani Float Peach 240ml,Juices & Fruit Drinks,draft,rani-float-peach-240ml
Rani Float,,Rani Float Pineapple 240ml,Juices & Fruit Drinks,draft,rani-float-pineapple-240ml
Rani Float,,Rani Float Pineapple Coconut 240ml,Juices & Fruit Drinks,draft,rani-float-pineapple-coconut-240ml
Rani Guava,,Rani Guava Juice 1.4L,Juices & Fruit Drinks,draft,rani-guava-juice-1-4l
Rani Mango,,Rani Mango Juice 1.4L,Juices & Fruit Drinks,draft,rani-mango-juice-1-4l
Rani Orange,,Rani Orange Juice 1.4L,Juices & Fruit Drinks,draft,rani-orange-juice-1-4l
Rani Peach,,Rani Peach Juice 1.4L,Juices & Fruit Drinks,draft,rani-peach-juice-1-4l
Rani Pineapple,,Rani Pineapple Juice 1.4L,Juices & Fruit Drinks,draft,rani-pineapple-juice-1-4l
Rani Pomegranate,,Rani Pomegranate Juice 1.4L,Juices & Fruit Drinks,draft,rani-pomegranate-juice-1-4l
Rayyan,,Rayyan 40 Years Together 250ml,Water,active,rayyan-40-years-together-250ml
Rayyan,,Rayyan Alkaline Mineral Water 1.5L x 6,Water,active,rayyan-alkaline-mineral-water-1-5l-x-6
Rayyan,,Rayyan Mineral Water 200ml x 30,Water,active,rayyan-mineral-water-200ml-x-30
Rayyan,,Rayyan Mineral Water 330ml x 30,Water,active,rayyan-mineral-water-330ml-x-30
Rayyan,,Rayyan Natural Water 1.5L x 6,Water,active,rayyan-natural-water-1-5l-x-6
Rayyan,,Rayyan Natural Water 330ml x 12,Water,active,rayyan-natural-water-330ml-x-12
Rayyan,,RAYYAN Natural Water 330ml × 12,Water,active,rayyan-natural-water-330ml-12
Red Band,,Red Band Tutti Frutti Fruit Flavoured Candy,Candy,active,red-band-tutti-frutti-fruit-flavoured-candy
Red Bull,,Red Bull Apricot Strawberry Energy Drink 250ml,Energy & Sports Drinks,active,red-bull-apricot-strawberry-energy-drink-250ml
Red Bull,,Red Bull Energy Drink 250ml,Energy & Sports Drinks,active,red-bull-energy-drink-250ml
Red Bull,,Red Bull Sea Blue Edition 250ml,Energy & Sports Drinks,active,red-bull-sea-blue-edition-250ml
Red Bull,,Red Bull Sugar Free 250ml,Energy & Sports Drinks,active,red-bull-sugar-free-250ml
Red Bull,,Red Bull Sugarfree 250ml,Energy & Sports Drinks,draft,red-bull-sugarfree-250ml
Red Bull,,Red Bull The Apricot Edition (Apricot & Strawberry) 250ml,Energy & Sports Drinks,draft,red-bull-the-apricot-edition-apricot-strawberry-250ml
Red Bull,,Red Bull The Blue Edition (Blueberry) 250ml,Energy & Sports Drinks,active,red-bull-the-blue-edition-blueberry-250ml
Red Bull,,Red Bull The Red Edition (Watermelon) 250ml,Energy & Sports Drinks,active,red-bull-the-red-edition-watermelon-250ml
Red Bull,,Red Bull The Sea Blue Edition (Cherry & Forest Fruits) 250ml,Energy & Sports Drinks,draft,red-bull-the-sea-blue-edition-cherry-forest-fruits-250ml
Red Bull,,Red Bull The White Edition (Coconut & Berry) 250ml,Energy & Sports Drinks,draft,red-bull-the-white-edition-coconut-berry-250ml
Red Bull,,Red Bull White Edition Coconut Berry 250ml,Energy & Sports Drinks,active,red-bull-white-edition-coconut-berry-250ml
Reese’S,,Reese’s Peanut Butter Chocolate Ice Cream 61ml,Ice Cream,active,reese-s-peanut-butter-chocolate-ice-cream-61ml
Reese’S,,Reese’s Peanut Butter Ice Cream 100ml,Ice Cream,active,reese-s-peanut-butter-ice-cream-100ml
Reese’S,,Reese’s Peanut Butter Sandwich Ice Cream 63g,Ice Cream,active,reese-s-peanut-butter-sandwich-ice-cream-63g
Relish,,"Relish Cashew, Pistachio & Oats Cookies 42 g",Biscuits,active,relish-cashew-pistachio-oats-cookies-42-g
Ring,,Ring Candy Grape Flavour 10g,Candy,active,ring-candy-grape-flavour-10g
Ring,,Ring Candy Strawberry 10g,Candy,active,ring-candy-strawberry-10g
Rita,,Rita Berry 240ml,Carbonated Soft Drinks,active,rita-berry-240ml
Rita,,Rita Blue 240ml,Carbonated Soft Drinks,active,rita-blue-240ml
Rita,,Rita Blue Sparkling Drink 275ml,Carbonated Soft Drinks,active,rita-blue-sparkling-drink-275ml
Rita,,Rita Lemon & Mint Sparkling Drink 275ml,Carbonated Soft Drinks,active,rita-lemon-mint-sparkling-drink-275ml
Rita,,Rita Mixed Berries Sparkling Drink 240ml,Carbonated Soft Drinks,active,rita-mixed-berries-sparkling-drink-240ml
Rita,,Rita Mojito 240ml,Carbonated Soft Drinks,active,rita-mojito-240ml
Rita,,Rita Passion 240ml,Carbonated Soft Drinks,active,rita-passion-240ml
Rita,,Rita Pink 240ml,Carbonated Soft Drinks,active,rita-pink-240ml
Rita,,Rita Red 240ml,Carbonated Soft Drinks,active,rita-red-240ml
Rita,,Rita Red Sparkling Drink 275ml,Carbonated Soft Drinks,active,rita-red-sparkling-drink-275ml
Rita,,Rita Red Zero Sugar 240ml,Carbonated Soft Drinks,active,rita-red-zero-sugar-240ml
Roller,,Roller Blaster Blue Raspberry – 60 ml,Candy,active,roller-blaster-blue-raspberry-60-ml
Roller,,Roller Blaster Sour Liquid Candy Rol Blue Raspberry 60 ml,Candy,active,roller-blaster-sour-liquid-candy-rol-blue-raspberry-60-ml
Royal Tiger,,Royal Tiger Energy Drink 250ml,Carbonated Soft Drinks,active,royal-tiger-energy-drink-250ml
Rubiyan,,Rubiyan Cheesy Flavour 18g,Chips & Crisps,active,rubiyan-cheesy-flavour-18g
Rubiyan,,Rubiyan Chips Spicy Cheese Flavour 20g,Chips & Crisps,active,rubiyan-chips-spicy-cheese-flavour-20g
Rubiyan,,Rubiyan Corn Stick Spicy Cheese Flavour 18g,Chips & Crisps,active,rubiyan-corn-stick-spicy-cheese-flavour-18g
Rubiyan,,Rubiyan Salt & Vinegar Flavour 20g,Chips & Crisps,active,rubiyan-salt-vinegar-flavour-20g
Saba,,Saba Orange Drink Float 240ml,Juices & Fruit Drinks,active,saba-orange-drink-float-240ml
Saba,,Saba Peach Drink Float 240ml,Juices & Fruit Drinks,active,saba-peach-drink-float-240ml
Saba,,Saba Pineapple Drink Float 240ml,Juices & Fruit Drinks,active,saba-pineapple-drink-float-240ml
Saba,,Saba Strawberry & Banana Drink Float 240ml,Juices & Fruit Drinks,active,saba-strawberry-banana-drink-float-240ml
Salad,,Salad Chips 15 g,Chips & Crisps,active,salad-chips-15-g
Salad,,Salad Chips 75 g,Chips & Crisps,active,salad-chips-75-g
Sando,,Sando Italian Recipe Chocolate Wafer 32 GM,Chocolates,active,sando-italian-recipe-chocolate-wafer-32-gm
Sandwich,,Sandwich Coffee Ice Cream (Saudi),Ice Cream,active,sandwich-coffee-ice-cream-saudi
Saray,,Saray Cikonella – Hazelnut Paste with Cocoa,Candy,active,saray-cikonella-hazelnut-paste-with-cocoa
Saudi,,Saudi Mango Stick,Ice Cream,active,saudi-mango-stick
Scary,,Scary Eyes Chewy Candy 39g,Candy,active,scary-eyes-chewy-candy-39g
Schogetten,,Schogetten Alpine Milk Chocolate 100g,Chocolates,active,schogetten-alpine-milk-chocolate-100g
Schogetten,,Schogetten Alpine Milk Chocolate with Hazelnuts 100g,Chocolates,active,schogetten-alpine-milk-chocolate-with-hazelnuts-100g
Schogetten,,Schogetten Dark Chocolate 100g,Chocolates,active,schogetten-dark-chocolate-100g
Schogetten,,Schogetten Praline Noisettes 100g,Chocolates,active,schogetten-praline-noisettes-100g
Schogetten,,Schogetten White Chocolate 100g,Chocolates,active,schogetten-white-chocolate-100g
Schweppes,,Schweppes Ginger Ale 250ml,Carbonated Soft Drinks,active,schweppes-ginger-ale-250ml
Schweppes,,Schweppes Tonic Water 250ml,Carbonated Soft Drinks,active,schweppes-tonic-water-250ml
Screamers,,Screamers Mega Sour Gum 17 g,Candy,active,screamers-mega-sour-gum-17-g
Screamers,,Screamers Megasaur Gum,Candy,active,screamers-megasaur-gum
Screamerz,,Screamerz Big Lick Sour Candy Rolle Purple Razz 60 ml,Candy,active,screamerz-big-lick-sour-candy-rolle-purple-razz-60-ml
Semi,,Semi Ice Milk with Cotton Candy,Ice Cream,active,semi-ice-milk-with-cotton-candy
Semi-Ice,,Semi-Ice Milk Vanilla 44g,Ice Cream,active,semi-ice-milk-vanilla-44g
Shaheem,,Shaheem Energy Drink 250ml,Energy & Sports Drinks,active,shaheem-energy-drink-250ml
Shami,,Shami Strawberry Drink 200 ml,Juices & Fruit Drinks,active,shami-strawberry-drink-200-ml
Shani,,Shani Can 330ml,Carbonated Soft Drinks,active,shani-can-330ml
Shani,,Shani Fruit Flavoured Drink 330ml,Carbonated Soft Drinks,active,shani-fruit-flavoured-drink-330ml
Skittles,,Skittles Crazy Sours 38g,Chocolates,active,skittles-crazy-sours-38g
Skittles,,Skittles Fruits 38g,Chocolates,active,skittles-fruits-38g
Skittles,,Skittles Gummies Fruits 60g,Chocolates,active,skittles-gummies-fruits-60g
Skittles,,Skittles Smoothies 38g,Chocolates,active,skittles-smoothies-38g
Skittles,,Skittles Tropical 38g,Chocolates,active,skittles-tropical-38g
Smarties,,Smarties 38g,Chocolates,active,smarties-38g
Snaz,,Snaz Swizz Roll (20 g),Bakery & Pastries,active,snaz-swizz-roll-20-g
Snaz,,Snaz Swizz Roll with Strawberry (20 g),Bakery & Pastries,active,snaz-swizz-roll-with-strawberry-20-g
Snickers,,Snickers 45 GM,Chocolates,active,snickers-45-gm
Snickers,,Snickers 70 GM,Chocolates,active,snickers-70-gm
Snickers,,Snickers Chocolate Bar,Chocolates,active,snickers-chocolate-bar
Snickers,,SNICKERS Chocolate Bar 40g,Chocolates,active,snickers-chocolate-bar-40g
Snickers,,SNICKERS Chocolate Bar 45g,Chocolates,active,snickers-chocolate-bar-45g
Snickers,,Snickers Creamy Peanut Butter 36.5 GM,Chocolates,active,snickers-creamy-peanut-butter-36-5-gm
Snickers,,SNICKERS Creamy Peanut Butter 36.5g,Chocolates,active,snickers-creamy-peanut-butter-36-5g
Snickers,,Snickers Dark 42 GM,Chocolates,active,snickers-dark-42-gm
Snickers,,Snickers Ice Cream 70g,Ice Cream,active,snickers-ice-cream-70g
Snickers,,Snickers Ice Cream 73.5g,Ice Cream,active,snickers-ice-cream-73-5g
Snickers,,SNICKERS Ice Cream Stick 73.5g,Ice Cream,active,snickers-ice-cream-stick-73-5g
Snickers,,Snickers Miniatures 150g,Chocolates,active,snickers-miniatures-150g
Snickers,,Snickers Peanut Butter Creamy Ice Cream 36.5g,Ice Cream,active,snickers-peanut-butter-creamy-ice-cream-36-5g
Snickers,,Snickers Wafer Rolls 24 gm,Chocolates,active,snickers-wafer-rolls-24-gm
Snickers,,SNICKERS White Ice Cream Bar 41g,Ice Cream,active,snickers-white-ice-cream-bar-41g
Snickers,,Snickers X-Treme 42 GM,Chocolates,active,snickers-x-treme-42-gm
Snickers,,Snickers Xtreme Extra Nuts & Caramel Chocolate Bar 42g,Chocolates,active,snickers-xtreme-extra-nuts-caramel-chocolate-bar-42g
Sohar,,Sohar Chips 22 g,Chips & Crisps,active,sohar-chips-22-g
Sour,,Sour Punk Apple Flavour 40g,Candy,active,sour-punk-apple-flavour-40g
Sour,,Sour Punk Blueberry 50g,Candy,active,sour-punk-blueberry-50g
Sour,,Sour Punk Cola Flavour 50g,Candy,active,sour-punk-cola-flavour-50g
Sour,,Sour Punk Strawberry 20g,Candy,active,sour-punk-strawberry-20g
Sour,,Sour Stick Apple Flavour 20g,Candy,active,sour-stick-apple-flavour-20g
Sour,,Sour Whacky Squeeze Candy 70g,Candy,active,sour-whacky-squeeze-candy-70g
Space,,Space Chupi Lollipop (20 Units),Candy,active,space-chupi-lollipop-20-units
Spark,,Spark 18 gm,Chocolates,active,spark-18-gm
Speed,,Speed Energy Drink 250ml,Energy & Sports Drinks,active,speed-energy-drink-250ml
Spiner,,Spiner Ice Cream 170ml,Ice Cream,active,spiner-ice-cream-170ml
Spring,,Spring Water 250ml,Carbonated Soft Drinks,active,spring-water-250ml
Sprite,,Sprite Lemon & Mint Flavoured 350ml,Carbonated Soft Drinks,active,sprite-lemon-mint-flavoured-350ml
Sprite,,Sprite Lemon Lime Flavoured 2.25L,Carbonated Soft Drinks,active,sprite-lemon-lime-flavoured-2-25l
Sprite,,Sprite Lemon Lime Flavoured 350ml,Carbonated Soft Drinks,active,sprite-lemon-lime-flavoured-350ml
Sprite,,Sprite Zero Calories 330ml,Carbonated Soft Drinks,active,sprite-zero-calories-330ml
Star,,Star Fries Banana Chips – 125g,Snacks,active,star-fries-banana-chips-125g
Star,,Star Fries Fruit Banana Chips – 125g,Snacks,active,star-fries-fruit-banana-chips-125g
Star,,Star Fries Garlic Murukku – 125g,Snacks,active,star-fries-garlic-murukku-125g
Star,,Star Fries Indian Mixture – 200g,Snacks,active,star-fries-indian-mixture-200g
Star,,Star Fries Jackfruit Chips – 125g,Snacks,active,star-fries-jackfruit-chips-125g
Star,,Star Fries Malabar Murukku – 125g,Snacks,active,star-fries-malabar-murukku-125g
Star,,Star Fries Ring Murukku – Kerala Style,Snacks,active,star-fries-ring-murukku-kerala-style
Star,,Star Fries Tapioca Chips – 125g,Snacks,active,star-fries-tapioca-chips-125g
Star,,Star Fries Tapioca Stick – 125g,Snacks,active,star-fries-tapioca-stick-125g
Strawberry,,Strawberry & Vanilla Ice Cream,Ice Cream,active,strawberry-vanilla-ice-cream
Strawberry,,Strawberry Lollipop,Candy,active,strawberry-lollipop
Strawberry,,Strawberry Sandwich Semi Ice Milk (Saudia),Ice Cream,active,strawberry-sandwich-semi-ice-milk-saudia
Super,,Super Hyper Acid 17.5g,Candy,active,super-hyper-acid-17-5g
Super,,Super Hyper Acid Apple 0.25g,Candy,active,super-hyper-acid-apple-0-25g
Suroor,,Suroor Natural Potato Chips Chilli 14 g,Chips & Crisps,active,suroor-natural-potato-chips-chilli-14-g
Suroor,,Suroor Natural Potato Chips Ready Salted 14 g,Chips & Crisps,active,suroor-natural-potato-chips-ready-salted-14-g
Suroor,,Suroor Natural Potato Chips Salt & Vinegar 14 g,Chips & Crisps,active,suroor-natural-potato-chips-salt-vinegar-14-g
Suroor,,Suroor Natural Potato Chips Tomato Ketchup 14 g,Chips & Crisps,active,suroor-natural-potato-chips-tomato-ketchup-14-g
Takis,,"Takis Blue Heat Hot Chili Pepper & Lime Tortilla Chips, Artificially Flavoured 113.4 g",Chips & Crisps,active,takis-blue-heat-hot-chili-pepper-lime-tortilla-chips-artificially-flavoured-113-4-g
Takis,,Takis Fuego Hot Chili Pepper & Lime Tortilla Chips,Chips & Crisps,active,takis-fuego-hot-chili-pepper-lime-tortilla-chips
Takis,,"Takis Fuego Hot Chili Pepper & Lime Tortilla Chips, Artificially Flavoured 113.4 g",Chips & Crisps,active,takis-fuego-hot-chili-pepper-lime-tortilla-chips-artificially-flavoured-113-4-g
Takis,,"Takis Zombie Habanero & Cucumber Tortilla Chips, Artificially Flavoured 92.3 g",Chips & Crisps,active,takis-zombie-habanero-cucumber-tortilla-chips-artificially-flavoured-92-3-g
Tang,,Tang Orange Instant Drink Powder 375g,Carbonated Soft Drinks,draft,tang-orange-instant-drink-powder-375g
Tazzy,,Tazzy Mini Licorice Strawberry 25g,Candy,active,tazzy-mini-licorice-strawberry-25g
Test,,Test Product - QAR 1,Testing,draft,test-product-qar-1
Thums,,Thums Up 330ml,Carbonated Soft Drinks,active,thums-up-330ml
Toblerone,,Toblerone 35g,Chocolates,active,toblerone-35g
Toblerone,,Toblerone Ice Cream 65g,Ice Cream,draft,toblerone-ice-cream-65g
Tofi,,Tofi Luk Chocolate Bar 33g,Chocolates,active,tofi-luk-chocolate-bar-33g
Tongue,,Tongue Painter 18g,Candy,active,tongue-painter-18g
Tongue,,Tongue Painter Bubble Gum 16g,Candy,active,tongue-painter-bubble-gum-16g
Topsy,,Topsy Butter Murukku 80 g,Snacks,active,topsy-butter-murukku-80-g
Topsy,,Topsy Cheese Popcorn 18 g,Snacks,active,topsy-cheese-popcorn-18-g
Topsy,,Topsy Chilly Murukku 100 g,Snacks,active,topsy-chilly-murukku-100-g
Topsy,,Topsy Chilly Sev 90 g,Snacks,active,topsy-chilly-sev-90-g
Topsy,,Topsy Garlic Mixture – 100g,Snacks,active,topsy-garlic-mixture-100g
Topsy,,Topsy Garlic Mixture – 300g,Snacks,active,topsy-garlic-mixture-300g
Topsy,,Topsy Makai Mixture 70 g,Snacks,active,topsy-makai-mixture-70-g
Topsy,,Topsy Makai Mixture – 190g,Snacks,active,topsy-makai-mixture-190g
Topsy,,Topsy Masala Peanut – 300g,Snacks,active,topsy-masala-peanut-300g
Topsy,,Topsy Mixed Nuts 100 g,Snacks,active,topsy-mixed-nuts-100-g
Topsy,,Topsy Ola Pakkavada – 100g,Snacks,active,topsy-ola-pakkavada-100g
Topsy,,Topsy Payyoli Mixture 100 g,Snacks,active,topsy-payyoli-mixture-100-g
Topsy,,Topsy Payyoli Mixture – 300g,Snacks,active,topsy-payyoli-mixture-300g
Topsy,,Topsy Popcorn 35 g,Snacks,active,topsy-popcorn-35-g
Topsy,,Topsy Salted Peanuts – 15 g,Nuts & Seeds,active,topsy-salted-peanuts-15-g
Topsy,,Topsy Sunflower Seeds Roasted & Salted 25 g,Nuts & Seeds,active,topsy-sunflower-seeds-roasted-salted-25-g
Topsy,,Topsy Sunflower Seeds – 25 g,Nuts & Seeds,active,topsy-sunflower-seeds-25-g
Trinketto,,Trinketto 70 ml,Candy,active,trinketto-70-ml
Triple,,Triple Power Push Pop Candy,Candy,active,triple-power-push-pop-candy
Triple,,Triple Power Push Pop Candy (3 Pops in 1) 15 g,Candy,active,triple-power-push-pop-candy-3-pops-in-1-15-g
Tupi,,Tupi Raspberry & Blackberry 16 g,Candy,active,tupi-raspberry-blackberry-16-g
Twin,,Twin Burger 14g,Candy,active,twin-burger-14g
Twist,,Twist Stick Mallow 12 g,Candy,active,twist-stick-mallow-12-g
Twistee,,Twistee Strawberry & Lemon Water Ice Cream 65g,Ice Cream,active,twistee-strawberry-lemon-water-ice-cream-65g
Twix,,Twix Ice Cream 40g,Ice Cream,active,twix-ice-cream-40g
Twix,,Twix Miniatures 150g,Chocolates,active,twix-miniatures-150g
Twix,,Twix Top 21g,Chocolates,active,twix-top-21g
Twix,,Twix Wafer Rolls 22.5 gm,Chocolates,active,twix-wafer-rolls-22-5-gm
Twix,,Twix White 23g,Chocolates,active,twix-white-23g
Ulker,,Ulker Stick Crackers (Salted) – 30 g,Chips & Crisps,active,ulker-stick-crackers-salted-30-g
Vanilla,,Vanilla & Strawberry Sandwich Ice Cream 160ml,Ice Cream,active,vanilla-strawberry-sandwich-ice-cream-160ml
Vanilla,,Vanilla Sandwich Semi Ice Milk,Ice Cream,active,vanilla-sandwich-semi-ice-milk
Vanilla,,Vanilla Semi Ice Milk Covered with Chocolate Coating (Saudia),Ice Cream,active,vanilla-semi-ice-milk-covered-with-chocolate-coating-saudia
Vigo,,Vigo Snow Ball White Chocolate 300 g,Candy,active,vigo-snow-ball-white-chocolate-300-g
Vimto,,Vimto Blue Raspberry Fruit Flavoured Drink 250ml,Juices & Fruit Drinks,active,vimto-blue-raspberry-fruit-flavoured-drink-250ml
Vimto,,Vimto Fruit Flavoured Drink 250ml,Juices & Fruit Drinks,active,vimto-fruit-flavoured-drink-250ml
Vimto,,Vimto Strawberry Fruit Flavoured Drink 250ml,Juices & Fruit Drinks,active,vimto-strawberry-fruit-flavoured-drink-250ml
Vitamilk,,Vitamilk Double Choco Shake 300 ml,Juices & Fruit Drinks,active,vitamilk-double-choco-shake-300-ml
Vitamilk,,Vitamilk Energy 300 ml,Juices & Fruit Drinks,active,vitamilk-energy-300-ml
Vitamilk,,Vitamilk Strawberry 300ml,Juices & Fruit Drinks,active,vitamilk-strawberry-300ml
Walkers,,Walkers Vitamin Drink 150ml,Carbonated Soft Drinks,active,walkers-vitamin-drink-150ml
Watermelon,,Watermelon 16 g,Candy,active,watermelon-16-g
Watermelon,,Watermelon Gumball 35 g,Candy,active,watermelon-gumball-35-g
Weirds,,Weirds Tangy Candy Blue Raspberry & Strawberry 15 g,Candy,active,weirds-tangy-candy-blue-raspberry-strawberry-15-g
Windmill,,Windmill Lollipop,Candy,active,windmill-lollipop
Wrigley’S,,Wrigley’s Doublemint Chewing Gum 5 Sticks,Gums,active,wrigley-s-doublemint-chewing-gum-5-sticks
X-Treme,,X-Treme Sour Candy 18 GM,Candy,active,x-treme-sour-candy-18-gm
Xtreme,,Xtreme Butterscotch Ice Cream 110ml,Ice Cream,active,xtreme-butterscotch-ice-cream-110ml
Xtreme,,Xtreme Pop Ice Cream 60ml,Ice Cream,active,xtreme-pop-ice-cream-60ml
Yupi,,Yupi Aquarium 14 g,Candy,active,yupi-aquarium-14-g
Yupi,,Yupi Burger Gummy Candy,Candy,active,yupi-burger-gummy-candy
Yupi,,Yupi Fruit Cocktails 14g,Candy,active,yupi-fruit-cocktails-14g
Yupi,,Yupi Gummi Lunch,Candy,active,yupi-gummi-lunch
Yupi,,Yupi Gummi Pizza,Candy,active,yupi-gummi-pizza
Yupi,,Yupi Gummi Pizza 14 g,Candy,active,yupi-gummi-pizza-14-g
Yupi,,Yupi Iced Cola 17.5 g,Candy,active,yupi-iced-cola-17-5-g
Yupi,,Yupi Strawberry Heart 14 g,Candy,active,yupi-strawberry-heart-14-g
Zombie,,Zombie Blueberry 6g,Candy,active,zombie-blueberry-6g
Ülker,,Ülker Albeni Bites Chocolate Bar 72 g,Biscuits,active,lker-albeni-bites-chocolate-bar-72-g
Ülker,,Ülker Cocoa Cream 40g,Chocolates,active,lker-cocoa-cream-40g
Ülker,,Ülker Coffee Biscuit 58 g,Biscuits,draft,lker-coffee-biscuit-58-g
Ülker,,Ülker Halley Milk Chocolate Coated Biscuit,Chocolates,active,lker-halley-milk-chocolate-coated-biscuit
Ülker,,Ülker Hanimeller Cocoa Chips Cookies 82 g,Biscuits,active,lker-hanimeller-cocoa-chips-cookies-82-g
Ülker,,Ülker Hobby 30 gm,Chocolates,active,lker-hobby-30-gm
Ülker,,Ülker Katkattat Hazelnut Cream 28 gm,Chocolates,active,lker-katkattat-hazelnut-cream-28-gm
Ülker,,Ülker Laviva 35 gm,Chocolates,active,lker-laviva-35-gm
Ülker,,Ülker Laviva Milky Cream Filling 35 gm,Chocolates,active,lker-laviva-milky-cream-filling-35-gm
Ülker,,Ülker Napoliten Milk Chocolate 30 g,Chocolates,active,lker-napoliten-milk-chocolate-30-g
Ülker,,Ülker Rondo Kremali Strawberry Cream Biscuits 61 g,Biscuits,active,lker-rondo-kremali-strawberry-cream-biscuits-61-g
Ülker,,Ülker Rondo Kremaliı Banana Cream Biscuits 61 g,Biscuits,draft,lker-rondo-kremali-banana-cream-biscuits-61-g
Ülker,,Ülker Rulokat 24 GM,Chocolates,active,lker-rulokat-24-gm
Ülker,,Ülker Çikolata Hazelnut 40 gm,Chocolates,active,lker-ikolata-hazelnut-40-gm
Ülker,,Ülker Çikolatalı Gofret 36 GM,Chocolates,active,lker-ikolatal-gofret-36-gm
